Inst,citingDOI,CR,citedDOI,title,journal_book,date,issn1,issn1Type,issn2,issn2Type,isbn
Berkeley,10.1016/j.jvolgeores.2016.04.018,"Sohn Y. K., 1997, J SEDIMENT RES, V67",nan,nan,J SEDIMENT RES,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/ldr.2250,"Soil Conservation Service, 1972, 1 USDA SOIL CONS SER",nan,nan,1 USDA SOIL CONS SER,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geomorph.2010.10.024,"Soil Survey Division Staff, 1993, US DEP AGR HDB, V18",nan,nan,US DEP AGR HDB,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jhydrol.2014.04.029,"Soil Survey Staff, 1999, SOIL TAX BAS SYST SO, V436",nan,nan,SOIL TAX BAS SYST SO,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.gca.2012.07.001,"Soil Survey Staff, 2010, KEYS SOIL TAX",nan,nan,KEYS SOIL TAX,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jhydrol.2014.04.029,"Soil Survey Staff, 2010, KEYS SOIL TAX",nan,nan,KEYS SOIL TAX,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/geoa.12022,"Sokal RR, 1995, BIOMETRY PRINCIPLES",nan,nan,BIOMETRY PRINCIPLES,nan,nan,nan,nan,nan,nan
UCLA,10.1088/1748-9326/8/4/044054,"Sokal RR, 1995, BIOMETRY PRINCIPLES",nan,nan,BIOMETRY PRINCIPLES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1017/aog.2018.24,"Solano R., 2010, MODIS VEGETATION IND",nan,nan,MODIS VEGETATION IND,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Soldani A., 1789, TESTACEOGRAHIAE AC Z",nan,nan,TESTACEOGRAHIAE AC Z,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Soler M., 2014, BOUND-LAY METEOROL, V153, P1",nan,nan,BOUND-LAY METEOROL,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011WR011788,"SOLL WE, 1994, WATER TRANS, V12, P991",nan,nan,WATER TRANS,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jconhyd.2012.09.007,"SOLOMON DK, 1992, ORNLTM12026",nan,nan,ORNLTM12026,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/tc-4-435-2010,"SOLOMON S, 2007, 4 ASSESSMENT CONTRIB",nan,nan,4 ASSESSMENT CONTRIB,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-10-8219-2010,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1038/NCLIMATE1876,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2009JD013440,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.3189/002214311796406158,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jag.2011.12.002,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027406,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.ancene.2015.10.001,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1038/NGEO1452,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/joc.2094,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10584-013-0705-8,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
Berkeley,10.2112/JCOASTRES-D-09-00137.1,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10584-013-0770-z,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s00382-010-0827-x,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2014GL059450,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
UCLA,10.1175/JCLI-D-12-00142.1,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
UCLA,10.1175/JCLI-D-13-00273.1,"Solomon S, 2007, CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS, P19",nan,nan,CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/rs71215880,"Solomon S., 2007, CLIM CHANG 2007 SYNT, P22",nan,nan,CLIM CHANG 2007 SYNT,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2017JD027355,"Solomon S., 2007, CLIMATE MODELS THEIR, P627",nan,nan,CLIMATE MODELS THEIR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/aa510a,"Solomon S., 2011, CLIMATE STABILIZATIO",nan,nan,CLIMATE STABILIZATIO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2010JC006884,"SOLOVIEV A, 2006, [No title captured], pR11",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jhydrol.2015.01.039,"SOMOR AJ, 2010, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"Son Ki-Cheol, 2000, Journal of the Korean Society for Horticultural Science, V41, P305",nan,nan,Journal of the Korean Society for Horticultural Science,nan,nan,nan,nan,nan,nan
CUBoulder,10.1061/(ASCE)WR.1943-5452.0000847,"Soncini-Sessa R., 2007, INTEGRATED PARTICIPA",nan,nan,INTEGRATED PARTICIPA,nan,nan,nan,nan,nan,nan
Houston,10.2118/189965-PA,"Sone H., 2012, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1130/L640.1,"Song SG, 1998, ACTA GEOL SIN-ENGL, V72, P131",nan,nan,ACTA GEOL SIN-ENGL,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.tecto.2018.12.015,"SONG TG, 1993, AAPG BULL, V77, P102",nan,nan,AAPG Bulletin,nan,nan,nan,nan,nan,nan
UCLA,10.1130/L640.1,"Song Z.J., 2017, EARTH SCI F IN PRESS",nan,nan,EARTH SCI F IN PRESS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016GL070224,"SONNERUP B, 1979, [No title captured], V3",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
UCLA,10.1002/2016GL068554,"Sonnerup B. U. O., 1974, ASTROPHYSICS SPACE S, V44",nan,nan,ASTROPHYSICS SPACE S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016GL068689,"Sonnerup B. U. o., 1998, ANAL METHODS MULTISP, V1, P185",nan,nan,ANAL METHODS MULTISP,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2016GL070033,"Sonnerup B. U. o., 1998, ANAL METHODS MULTISP, V1, P185",nan,nan,ANAL METHODS MULTISP,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2017GL073163,"Sonnerup B. U. O., 2008, MULTISPACECRAFT ANAL, P81",nan,nan,MULTISPACECRAFT ANAL,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011GL050444,"Sonnerup B. U., 1998, ANAL METHODS MULTISP, P185",nan,nan,ANAL METHODS MULTISP,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2017GL073163,"Sonnerup B. U., 1998, ANAL METHODS MULTISP, P185",nan,nan,ANAL METHODS MULTISP,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.05.025,"Soong TT, 1998, P NEHRP C WORKSH NOR, VIII, P441",nan,nan,P NEHRP C WORKSH NOR,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"SORBJAN Z, 1989, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
UCLA,10.1002/jgrf.20048,"Sorenson S., 1991, SOIL VEGETATION RESP",nan,nan,SOIL VEGETATION RESP,nan,nan,nan,nan,nan,nan
UCLA,10.1785/0120090015,"SORNETTE D, 1996, J GEOPHYS RES, V101, P883",nan,nan,Journal of Geophysical Research,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2017.05.025,"Soroushian S, 2016, J ENG MECH, V142",nan,nan,J ENG MECH,nan,nan,nan,nan,nan,nan
Berkeley,nan,"SORSA KK, 1988, J AQUAT PLANT MANAGE, V26, P12",nan,nan,J AQUAT PLANT MANAGE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1109/JSTARS.2018.2827045,"Soulat F., 2004, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Berkeley,10.1038/NCLIMATE1415,"Soule ME, 1980, CONSERVATION BIOL EV, P151",nan,nan,CONSERVATION BIOL EV,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jvolgeores.2015.01.002,"Soule S.A., 2014, J GEOPHYS RES SOLID, V119",nan,nan,Journal of Geophysical Research Solid Earth,nan,nan,nan,nan,nan,nan
Houston,10.1109/JSTARS.2017.2737362,"Soumekh M, 1999, SYNTHETIC APERTURE R",nan,nan,SYNTHETIC APERTURE R,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.atmosenv.2015.12.031,"South Coast Air Quality Management District, 2013, FIN 2012 AIR QUAL MA",nan,nan,FIN 2012 AIR QUAL MA,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2012.04.040,"SOUTH SA, 1977, METHOD THEORY HIST A",nan,nan,METHOD THEORY HIST A,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.rse.2013.09.028,"Southern R., 1979, AUST METEOROL MAG, V27, P175",nan,nan,AUST METEOROL MAG,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2015.04.009,"Souto P. R. F., 2010, NEW MEXICO MUSEUM NA, V51, P201",nan,nan,NEW MEXICO MUSEUM NA,nan,nan,nan,nan,nan,nan
Berkeley,nan,"SOWERBY GB, 1846, GEOLOGICAL OBSERVATI, P249",nan,nan,GEOLOGICAL OBSERVATI,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Sowerwine J, 2012, KLAMATH BASIN TRIBAL",nan,nan,KLAMATH BASIN TRIBAL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1089/ast.2013.1003,"Space Studies Board, 2003, NEW FRONT SOL SYST I",nan,nan,NEW FRONT SOL SYST I,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2015SW001318,"Space Studies Board, 2008, SEV SPAC WEATH EV UN",nan,nan,SEV SPAC WEATH EV UN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1089/ast.2013.1003,"Space Studies Board, 2011, VIS VOYAG PLAN SCI D",nan,nan,VIS VOYAG PLAN SCI D,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12520-018-0627-5,"SPAER M, 2001, ANCIENT GLASS ISRAEL",nan,nan,ANCIENT GLASS ISRAEL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1936-704X.2018.03287.x,"Spanger-Siegfried E., 2014, ENCROACHING TIDES SE",nan,nan,ENCROACHING TIDES SE,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2012JE004082,"Spaulding D. K, 2007, SHOCK COMPRESSION CO, P295",nan,nan,SHOCK COMPRESSION CO,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2012JE004082,"Spaulding D. K., 2010, THESIS U CALIF BERKE",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2014TC003813,"Spear FS, 1995, METAMORPHIC PHASE EQ, P1",nan,nan,METAMORPHIC PHASE EQ,nan,nan,nan,nan,nan,nan
UCLA,10.5004/dwt.2010.1762,"SPEIGHT LW, 1979, UCLAENG7982 SCH ENG",nan,nan,UCLAENG7982 SCH ENG,nan,nan,nan,nan,nan,nan
Berkeley,10.2475/10.2014.01,"Spencer J. E., 1989, ARIZ GEOL SURV B, V198, P103",nan,nan,ARIZ GEOL SURV B,nan,nan,nan,nan,nan,nan
Berkeley,10.2475/10.2014.01,"Spencer J. E., 1989, ARIZONA GEOLOGICAL S, V198, P223",nan,nan,ARIZONA GEOLOGICAL S,nan,nan,nan,nan,nan,nan
Berkeley,10.2475/10.2014.01,"Spencer J.E., 1991, ARTILLERY MANGANESE, V21, P9",nan,nan,ARTILLERY MANGANESE,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jvolgeores.2015.06.007,"Spengler S. R., 2012, DIKE WIDTH CHARACTER",nan,nan,DIKE WIDTH CHARACTER,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018JE005813,"Speyerer E.J., 2011, LUNAR PLANET SCI, P2387",nan,nan,LUNAR PLANET SCI,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/joc.3475,"Spiegel MR, 1999, SCHAUMS OUTLINE THEO",nan,nan,SCHAUMS OUTLINE THEO,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Spiegler Dorothee, 1995, Proceedings of the Ocean Drilling Program Scientific Results, V141, P193",nan,nan,Proceedings of the Ocean Drilling Program Scientific Results,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2012.04.040,"Spier L, 1917, ANTHROPOL PAP AM MUS, V18, P209",nan,nan,ANTHROPOL PAP AM MUS,nan,nan,nan,nan,nan,nan
UCLA,10.3354/meps11552,"Spies Brenton T., 2014, Bulletin Southern California Academy of Sciences, V113, P165",nan,nan,Bulletin Southern California Academy of Sciences,nan,nan,nan,nan,nan,nan
Berkeley,10.1146/annurev-earth-060313-054953,"Spiess F. N, 1966, NAVIGATION, V13, P154, DOI 10.100242161-4296.1966.tb01818.x",10.100242161-4296.1966.tb01818.x,nan,NAVIGATION,nan,nan,nan,nan,nan,nan
Berkeley,10.1146/annurev-earth-060313-054953,"Spiess F. N., 1983, SEAFLOOR REFERENCED",nan,nan,SEAFLOOR REFERENCED,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/hyp.10352,"Spigel RH, 1998, ANTARCT RES SER, V72, P153",nan,nan,ANTARCT RES SER,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s10291-018-0729-7,"Spilker J.J., 1996, GLOBAL POSITIONING S, VI, P245",nan,nan,GLOBAL POSITIONING S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.sandf.2019.03.003,"Spiller W.T., 1964, J SOIL MECH FDN DIV, V90, P1",nan,nan,J SOIL MECH FDN DIV,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/ggge.20059,"Spinelli G. A., 2004, HYDROLOGY OCEANIC LI",nan,nan,HYDROLOGY OCEANIC LI,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2019GL082789,"SPIRO RW, 1977, EOS T AM GEOPHYS UN, V58, P754",nan,nan,EOS T AM GEOPHYS UN,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10712-013-9260-0,"Spitzer K, 1999, GEOPHYS DEV SER, V7, P161",nan,nan,GEOPHYS DEV SER,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.agwat.2014.09.003,"Sposito G., 2008, CHEM SOILS",nan,nan,CHEM SOILS,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jhydrol.2014.04.029,"Sposito G., 2008, CHEM SOILS",nan,nan,CHEM SOILS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.13.00002,"Sprague C. J., 1999, GEOS C BOST, P1123",nan,nan,GEOS C BOST,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.2010.17.6.389,"Springman S., 1992, P INT S EARTH REINF",nan,nan,P INT S EARTH REINF,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2016SW001558,"Spruit H. C., 1981, NASA SP, P385",nan,nan,NASA SP,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009JB006786,"Spudich P, 1998, B SEISMOL SOC AM, V88, P413",nan,nan,Bulletin of the Seismological Society of America,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"SR- Site, 2011, TR1101 SKB",nan,nan,TR1101 SKB,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"SR- Site, 2011, TR1101 SKB",nan,nan,TR1101 SKB,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"SR- Site, 2011, TR1101 SKB",nan,nan,TR1101 SKB,nan,nan,nan,nan,nan,nan
Berkeley,nan,"SRFSC, 2007, SALM RIV COMM WILDF",nan,nan,SALM RIV COMM WILDF,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Srinivasan M., 1980, SCHWAGERS CAR NICOBA",nan,nan,SCHWAGERS CAR NICOBA,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2017JF004280,"St Clair J., 2015, GEOPHYSICAL INVESTIG",nan,nan,GEOPHYSICAL INVESTIG,nan,nan,nan,nan,nan,nan
CUBoulder,10.12952/journal.elementa.000071,"St-Laurent P, 2014, OC SCI M HON HI",nan,nan,OC SCI M HON HI,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10236-013-0684-3,"Stabeno P. J., 1995, Canadian Special Publication of Fisheries and Aquatic Sciences, V121, P719",nan,nan,Canadian Special Publication of Fisheries and Aquatic Sciences,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2014.08.012,"Stabeno PJ, 1999, UASGCP REP, V99, P1",nan,nan,UASGCP REP,nan,nan,nan,nan,nan,nan
Berkeley,nan,"STACHE G., 1865, NOVARA EXPEDITION GE, V1, P161",nan,nan,NOVARA EXPEDITION GE,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/rs4102971,"Stachura M., 2009, P INT WORKSH ROB WIR",nan,nan,P INT WORKSH ROB WIR,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-14-8343-2014,"Stackhouse P., 2004, GEWEX NEWS, V14, P10",nan,nan,GEWEX NEWS,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2016.09.025,"Stadler A. T., 1996, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Berkeley,10.1017/S0033822200045422,"STAFFORD TW, 1984, METHOD THEORY INVEST, P45",nan,nan,METHOD THEORY INVEST,nan,nan,nan,nan,nan,nan
UCLA,10.2992/007.079.0104,"STAGNER WL, 1941, ANN CARNEGIE MUS, V28, P273",nan,nan,ANN CARNEGIE MUS,nan,nan,nan,nan,nan,nan
Berkeley,10.2112/JCOASTRES-D-09-00137.1,"Stahle D.W., 2001, INT GEOSPHERE BIOSPH",nan,nan,INT GEOSPHERE BIOSPH,nan,nan,nan,nan,nan,nan
Berkeley,10.2112/JCOASTRES-D-09-00137.1,"STAHLE DW, 2001, EOS T AM GEOPHYS UN, V82, P144",nan,nan,EOS T AM GEOPHYS UN,nan,nan,nan,nan,nan,nan
Berkeley,nan,"STAINFORTH R. M., 1952, CONTR CUSHMAN FORAMINIFERAL RES, V3, P6",nan,nan,CONTR CUSHMAN FORAMINIFERAL RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"Stal L. J., 2003, CONTINENTAL SHELF RE, V23, P1743",nan,nan,CONTINENTAL SHELF RE,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/jbi.12488,"Stamatakis A, 2005, LECT NOTES COMPUT SC, V3606, P288",nan,nan,LECT NOTES COMPUT SC,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/essd-8-199-2016,"Stamnes K., 2000, DISORT GEN PURPOSE F",nan,nan,DISORT GEN PURPOSE F,nan,nan,nan,nan,nan,nan
Berkeley,10.1093/gji/ggs112,"Stancliffe RPW, 2001, AAPG BULL, V85, P781",nan,nan,AAPG Bulletin,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2015.04.009,"Staneczko K, 2007, GEO S MLOD BAD SIL 2, V2007, P155",nan,nan,GEO S MLOD BAD SIL 2,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"Stanfors R., 1987, TR8725 SKB",nan,nan,TR8725 SKB,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2009.10.021,"STANISH C, 2000, INFORM FINAL A UNPUB",nan,nan,INFORM FINAL A UNPUB,nan,nan,nan,nan,nan,nan
UCLA,10.3390/w10020117,"STANISH C., 1994, LAT AM ANTIQ, V5, P312, DOI DOI 10.2307/971820)",10.2307/971820),nan,LAT AM ANTIQ,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2013WR015231,"Stanley DJ, 1998, J COASTAL RES, V14, P794",nan,nan,J COASTAL RES,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geomorph.2010.10.024,"Stanley DJ, 2000, GEOLOGY, V28, P295",nan,nan,GEOLOGY,nan,nan,nan,nan,nan,nan
Houston,10.1007/s13143-017-0057-9,"Stanley RG, 2012, POLLEN BIOL BIOCH MA",nan,nan,POLLEN BIOL BIOCH MA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016EF000379,"Stanley S. M., 1993, EXPLORING EARTH LIFE",nan,nan,EXPLORING EARTH LIFE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016EF000379,"Stanley S.D., 2014, EARTH SYSTEM HIST",nan,nan,EARTH SYSTEM HIST,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/00288306.2018.1523199,"Stanton B.R., 1973, New Zealand Journal of Marine and Freshwater Research, V7, P85",nan,nan,New Zealand Journal of Marine and Freshwater Research,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12520-018-0627-5,"Stapleton CP, 2011, HASANLU SPECIAL STUD, P87",nan,nan,HASANLU SPECIAL STUD,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.margeo.2015.05.011,"STAPOR FW, 1991, J COASTAL RES, V7, P815",nan,nan,J COASTAL RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-16-2139-2016,"Stark H., 2012, 22 INT S GAS KIN 18",nan,nan,22 INT S GAS KIN 18,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geothermics.2015.06.001,"Stark M. A, 2013, GRC T, V37",nan,nan,GRC T,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Starokadomskii L. M., 1976, CHARTING RUSSIAN NO",nan,nan,CHARTING RUSSIAN NO,nan,nan,nan,nan,nan,nan
Berkeley,10.1175/2011BAMS2928.1,"Starr-McCluer M., 2000, EFFECTS WEATHER RETA",nan,nan,EFFECTS WEATHER RETA,nan,nan,nan,nan,nan,nan
UCLA,10.5194/essd-10-653-2018,"State Water Resources Control Board (SWRCB), 2016, REG FAC REP 2016",nan,nan,REG FAC REP 2016,nan,nan,nan,nan,nan,nan
Berkeley,nan,"State Water Resources Control Board, 1953, BULLETIN, V5",nan,nan,BULLETIN,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-10-7179-2013,"Statistics Canada, 2013, GEOSEARCH 2011 CENS",nan,nan,GEOSEARCH 2011 CENS,nan,nan,nan,nan,nan,nan
UCLA,10.1093/icesjms/fsw063,"StatSoft Inc., 2014, STAT DAT AN SOFTW SY",nan,nan,STAT DAT AN SOFTW SY,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Stauffer D. F., 2012, HDB ENV FLUID DYNAMI, P411",nan,nan,HDB ENV FLUID DYNAMI,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Stauffer D. R., 2009, 23 C WEATH AN FOR 19",nan,nan,23 C WEATH AN FOR 19,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/BAMS-D-11-00015.1,"STEARNS CR, 1993, [No title captured], V61, P109",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jhydrol.2015.01.039,"Stednick J.D., 2007, EFFECTS PINE B UNPUB",nan,nan,EFFECTS PINE B UNPUB,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Steed B.C., 2011, NATURAL FORCES HUMAN",nan,nan,NATURAL FORCES HUMAN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1017/S0954102014000789,"STEED R.H.N., 1982, ANTARCT GEOSCI, P969",nan,nan,ANTARCT GEOSCI,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.soildyn.2016.09.025,"Steedman RS, 1990, ASCE GEOTECHNICAL SP",nan,nan,ASCE GEOTECHNICAL SP,nan,nan,nan,nan,nan,nan
Houston,10.1111/maps.13285,"Steelmaking Data Sourcebook, 1988, 19 COMM STEELM",nan,nan,19 COMM STEELM,nan,nan,nan,nan,nan,nan
Berkeley,10.1130/B31504.1,"Steen I.H., 2016, FRONTIERS MICROBIOLO, V6, P1",nan,nan,FRONTIERS MICROBIOLO,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/rs70403986,"Steffen K., 1996, GREENLAND CLIMATE NE",nan,nan,GREENLAND CLIMATE NE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016EF000379,"Steffen W, 2004, THE IGBP BOOK SERIES",nan,nan,THE IGBP BOOK SERIES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2011JD016032,"Stehle C, 1996, ASTRON ASTROPHYS, V305, P677",nan,nan,ASTRON ASTROPHYS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"Steidinger K.A., 1970, Memoirs Hourglass Cruises, V2, P1",nan,nan,Memoirs Hourglass Cruises,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.soildyn.2016.05.007,"Steidl JH, 2014, 10NCEE",nan,nan,10NCEE,nan,nan,nan,nan,nan,nan
